defensive_team,posteam,receiver,air_yards,pass_location,reception
SEA,PIT,J.Smith-Schuster,43,3,1
SEA,PIT,J.Conner,-4,3,1
SEA,PIT,J.Smith-Schuster,1,2,1
PIT,SEA,C.Carson,0,3,1
PIT,SEA,T.Lockett,6,2,1
PIT,SEA,C.Carson,-5,3,1
PIT,SEA,T.Lockett,4,3,1
SEA,PIT,V.McDonald,4,3,1
SEA,PIT,J.Smith-Schuster,5,3,1
SEA,PIT,J.Samuels,-5,3,1
SEA,PIT,R.Switzer,0,1,1
SEA,PIT,V.McDonald,1,3,1
SEA,PIT,D.Johnson,14,3,1
SEA,PIT,J.Smith-Schuster,26,3,0
SEA,PIT,V.McDonald,-2,2,1
PIT,SEA,R.Penny,-5,1,1
PIT,SEA,W.Dissly,8,2,1
PIT,SEA,DK.Metcalf,28,1,1
SEA,PIT,J.Washington,9,1,1
SEA,PIT,D.Johnson,4,2,0
SEA,PIT,D.Johnson,21,3,0
SEA,PIT,J.Smith-Schuster,12,3,0
SEA,PIT,V.McDonald,3,2,1
PIT,SEA,W.Dissly,5,2,1
PIT,SEA,W.Dissly,-1,1,1
PIT,SEA,T.Lockett,7,1,1
NYG,BUF,F.Gore,1,3,1
BUF,NYG,E.Engram,10,2,0
BUF,NYG,C.Latimer,14,1,0
NYG,BUF,L.Smith,6,2,1
NYG,BUF,C.Beasley,7,2,1
NYG,BUF,I.McKenzie,20,1,1
NYG,BUF,P.DiMarco,2,3,1
BUF,NYG,S.Barkley,-10,3,0
BUF,NYG,B.Fowler,2,1,0
NYG,BUF,D.Knox,16,3,1
NYG,BUF,J.Brown,51,2,0
NYG,BUF,R.Foster,13,3,0
NYG,BUF,J.Brown,13,2,1
NYG,BUF,J.Brown,5,2,1
NYG,BUF,D.Knox,-4,3,0
NYG,BUF,D.Knox,1,3,0
NYG,BUF,C.Beasley,9,1,1
BUF,NYG,C.Latimer,13,3,1
BUF,NYG,C.Latimer,24,1,0
BUF,NYG,S.Barkley,3,3,0
NYG,BUF,J.Brown,14,1,1
NYG,BUF,F.Gore,0,1,1
NYG,BUF,Z.Jones,12,2,1
NYG,BUF,C.Beasley,27,3,1
NYG,BUF,I.McKenzie,-3,2,1
BUF,NYG,B.Fowler,5,3,1
BUF,NYG,E.Engram,5,3,1
BUF,NYG,NA,0,3,0
BUF,NYG,C.Core,9,1,1
BUF,NYG,C.Core,6,1,1
BUF,NYG,C.Core,4,1,0
BUF,NYG,S.Barkley,-6,1,1
BUF,NYG,E.Engram,-3,3,1
BUF,NYG,S.Barkley,3,3,1
BUF,NYG,B.Fowler,20,3,0
NYG,BUF,J.Brown,4,3,1
NYG,BUF,NA,-7,3,0
BUF,NYG,B.Fowler,12,1,1
BUF,NYG,NA,-7,1,0
NYG,BUF,D.Knox,12,2,0
BUF,NYG,S.Barkley,0,2,1
BUF,NYG,C.Latimer,7,3,1
BUF,NYG,R.Shepard,-2,1,1
BUF,NYG,R.Ellison,5,2,1
BUF,NYG,C.Core,3,3,0
NYG,BUF,T.Sweeney,1,1,0
NYG,BUF,J.Brown,-3,3,1
BUF,NYG,B.Fowler,6,2,1
BUF,NYG,E.Engram,11,1,0
NYG,BUF,Z.Jones,5,3,0
NYG,BUF,C.Beasley,8,2,1
BUF,NYG,B.Fowler,12,3,1
BUF,NYG,B.Fowler,13,3,1
BUF,NYG,C.Core,10,2,1
BUF,NYG,T.Jones,3,1,1
BUF,NYG,E.Engram,0,1,1
BUF,NYG,C.Latimer,6,2,1
BUF,NYG,T.Jones,4,1,1
NYG,BUF,J.Brown,12,3,1
NYG,BUF,R.Foster,27,2,0
NYG,BUF,J.Brown,14,3,1
NYG,BUF,Z.Jones,3,1,0
NYG,BUF,NA,3,3,0
BUF,NYG,B.Fowler,45,3,0
BUF,NYG,S.Barkley,4,3,0
BUF,NYG,W.Gallman Jr,3,2,0
BUF,NYG,R.Shepard,8,1,0
BUF,NYG,T.Jones,15,1,0
BUF,NYG,E.Engram,30,3,1
BUF,NYG,E.Engram,2,2,1
BUF,NYG,S.Barkley,0,3,0
BUF,NYG,NA,49,2,0
BUF,NYG,E.Engram,5,1,1
BUF,NYG,R.Shepard,8,1,1
BUF,NYG,T.Jones,8,1,1
SF,CIN,T.Eifert,7,3,1
CIN,SF,K.Juszczyk,1,1,1
CIN,SF,M.Goodwin,26,1,1
SF,CIN,T.Boyd,29,1,1
SF,CIN,J.Mixon,0,3,1
SF,CIN,T.Boyd,8,1,1
SF,CIN,A.Tate,0,3,1
SF,CIN,T.Eifert,0,3,1
CIN,SF,K.Juszczyk,6,1,0
CIN,SF,M.Goodwin,12,3,1
CIN,SF,R.Mostert,-6,1,1
SF,CIN,J.Mixon,0,3,1
SF,CIN,G.Bernard,1,2,1
CIN,SF,R.Mostert,0,1,0
CIN,SF,NA,30,1,0
SF,CIN,J.Ross,-2,2,1
SF,CIN,J.Mixon,0,3,0
SF,CIN,A.Tate,0,2,0
CIN,SF,G.Kittle,0,3,1
SF,CIN,J.Ross,5,1,0
SF,CIN,J.Ross,7,2,1
SF,CIN,D.Willis,0,1,0
SF,CIN,A.Erickson,12,2,1
SF,CIN,J.Ross,0,3,0
SF,CIN,A.Erickson,0,1,0
CIN,SF,D.Samuel,-6,1,1
CIN,SF,D.Samuel,-4,1,1
CIN,SF,R.James Jr,14,3,0
SF,CIN,T.Eifert,-4,3,1
SF,CIN,T.Boyd,2,3,1
SF,CIN,D.Willis,9,3,0
SF,CIN,T.Boyd,12,2,1
SF,CIN,A.Tate,0,1,0
SF,CIN,T.Boyd,9,3,1
SF,CIN,G.Bernard,-4,3,0
SF,CIN,NA,21,3,0
CIN,SF,M.Breida,0,1,1
CIN,SF,D.Samuel,12,1,0
CIN,SF,R.Mostert,-4,1,1
CIN,SF,K.Bourne,8,3,0
CIN,SF,R.James Jr,7,1,1
CIN,SF,K.Bourne,0,3,1
CIN,SF,G.Kittle,9,3,1
CIN,SF,D.Samuel,0,3,0
CIN,SF,D.Samuel,20,3,1
CIN,SF,R.Mostert,5,2,1
CIN,SF,D.Samuel,-1,3,1
SF,CIN,D.Willis,5,3,1
SF,CIN,J.Mixon,0,2,0
CIN,SF,M.Goodwin,23,1,1
CIN,SF,R.James Jr,0,3,0
SF,CIN,T.Boyd,4,2,1
SF,CIN,A.Erickson,0,2,0
CIN,SF,G.Kittle,13,3,1
SF,CIN,J.Mixon,-4,2,1
SF,CIN,J.Ross,36,1,0
CIN,SF,D.Samuel,-4,1,1
SF,CIN,J.Ross,3,3,1
SF,CIN,G.Bernard,-1,3,0
SF,CIN,D.Sample,9,2,1
SF,CIN,T.Boyd,-2,3,1
SF,CIN,T.Boyd,-4,1,1
SF,CIN,D.Sample,25,2,0
SF,CIN,T.Boyd,8,3,1
SF,CIN,T.Eifert,0,3,0
SF,CIN,D.Sample,4,1,1
SF,CIN,T.Boyd,0,1,1
SF,CIN,J.Ross,0,3,0
SF,CIN,J.Ross,16,2,1
DET,LAC,K.Allen,8,2,0
DET,LAC,K.Allen,13,2,0
LAC,DET,T.Hockenson,10,3,0
DET,LAC,A.Ekeler,29,3,1
DET,LAC,K.Allen,5,1,1
DET,LAC,M.Williams,13,1,0
DET,LAC,K.Allen,9,3,1
DET,LAC,M.Williams,1,3,0
LAC,DET,T.Hockenson,7,1,1
LAC,DET,J.James,-2,1,1
LAC,DET,K.Golladay,11,1,1
LAC,DET,J.James,24,3,0
LAC,DET,K.Johnson,-2,3,1
DET,LAC,K.Allen,8,3,1
LAC,DET,T.Johnson,-1,2,1
LAC,DET,K.Golladay,12,3,1
LAC,DET,T.Hockenson,3,1,0
LAC,DET,M.Jones,6,3,1
DET,LAC,K.Allen,16,1,0
DET,LAC,T.Benjamin,4,2,0
LAC,DET,K.Golladay,11,2,1
LAC,DET,J.James,2,3,1
LAC,DET,D.Amendola,6,1,0
DET,LAC,A.Ekeler,0,3,1
DET,LAC,D.Watt,3,3,1
DET,LAC,T.Benjamin,9,1,0
LAC,DET,M.Jones,4,1,1
LAC,DET,M.Jones,22,3,1
LAC,DET,K.Golladay,6,3,0
LAC,DET,K.Johnson,9,3,0
DET,LAC,D.Watt,4,1,0
DET,LAC,K.Allen,11,1,1
DET,LAC,K.Allen,16,3,1
DET,LAC,K.Allen,14,1,0
DET,LAC,M.Williams,41,1,1
LAC,DET,L.Thomas,5,2,1
LAC,DET,T.Johnson,6,3,1
LAC,DET,K.Golladay,25,3,1
LAC,DET,NA,36,1,0
DET,LAC,A.Ekeler,-5,3,1
DET,LAC,A.Ekeler,-5,3,1
DET,LAC,K.Allen,19,1,1
LAC,DET,M.Jones,4,3,1
DET,LAC,K.Allen,7,3,1
DET,LAC,V.Green,3,3,1
DET,LAC,J.Jackson,-1,3,1
DET,LAC,V.Green,4,2,0
LAC,DET,K.Golladay,8,1,1
LAC,DET,NA,51,3,0
DET,LAC,M.Williams,18,3,1
DET,LAC,D.Inman,18,2,1
DET,LAC,NA,7,3,0
LAC,DET,K.Johnson,2,3,1
LAC,DET,K.Golladay,5,2,1
LAC,DET,K.Golladay,5,3,1
LAC,DET,M.Jones,4,1,1
LAC,DET,K.Golladay,29,3,1
DET,LAC,D.Inman,7,2,0
DET,LAC,K.Allen,25,3,0
DET,LAC,K.Allen,26,1,0
DET,LAC,M.Williams,18,2,1
DET,LAC,A.Ekeler,-2,1,1
DET,LAC,K.Allen,11,3,1
DET,LAC,A.Ekeler,-4,2,1
DET,LAC,NA,28,1,0
LAC,DET,J.James,2,1,1
MIN,GB,D.Adams,30,3,1
MIN,GB,J.Williams,-4,3,1
GB,MIN,D.Cook,1,3,1
GB,MIN,A.Thielen,19,1,1
GB,MIN,NA,9,3,0
GB,MIN,S.Diggs,12,3,0
MIN,GB,A.Jones,0,3,1
MIN,GB,M.Valdes-Scantling,14,2,1
MIN,GB,D.Adams,20,1,1
MIN,GB,A.Jones,-4,2,1
MIN,GB,D.Adams,1,3,1
MIN,GB,NA,7,1,0
MIN,GB,G.Allison,12,2,1
MIN,GB,D.Adams,13,1,1
MIN,GB,A.Jones,4,3,1
GB,MIN,C.Ham,3,3,0
MIN,GB,G.Allison,0,3,1
GB,MIN,C.Ham,-3,3,0
GB,MIN,A.Thielen,19,3,0
GB,MIN,S.Diggs,11,2,0
MIN,GB,M.Lewis,16,3,0
MIN,GB,D.Adams,4,2,1
MIN,GB,D.Adams,33,1,0
MIN,GB,M.Valdes-Scantling,3,3,1
MIN,GB,J.Graham,3,3,0
GB,MIN,K.Rudolph,2,1,1
GB,MIN,NA,1,1,0
GB,MIN,NA,8,2,0
MIN,GB,G.Allison,-3,1,1
MIN,GB,G.Allison,0,3,1
GB,MIN,C.Beebe,4,2,1
GB,MIN,S.Diggs,13,2,0
GB,MIN,K.Rudolph,13,2,0
MIN,GB,NA,0,1,0
MIN,GB,J.Williams,-6,1,1
MIN,GB,NA,21,3,0
GB,MIN,NA,2,3,0
GB,MIN,D.Cook,-5,3,1
MIN,GB,D.Adams,9,2,1
MIN,GB,J.Williams,0,3,1
GB,MIN,NA,22,1,0
GB,MIN,S.Diggs,45,2,1
MIN,GB,D.Adams,10,1,0
GB,MIN,I.Smith,-1,3,0
GB,MIN,A.Thielen,7,3,1
GB,MIN,A.Thielen,27,3,1
GB,MIN,I.Smith,-2,3,1
GB,MIN,NA,6,3,0
GB,MIN,A.Thielen,6,2,1
MIN,GB,A.Jones,3,3,1
MIN,GB,A.Jones,3,3,0
MIN,GB,M.Valdes-Scantling,27,1,0
GB,MIN,K.Rudolph,-6,1,1
GB,MIN,D.Cook,-1,1,1
GB,MIN,S.Diggs,49,3,0
MIN,GB,J.Williams,-2,3,0
MIN,GB,J.Kumerow,6,2,1
GB,MIN,K.Rudolph,5,2,1
GB,MIN,NA,8,3,0
MIN,GB,M.Valdes-Scantling,18,3,0
MIN,GB,A.Jones,20,3,0
MIN,GB,M.Valdes-Scantling,0,1,1
GB,MIN,A.Thielen,33,3,0
GB,MIN,A.Thielen,15,2,0
MIN,GB,D.Adams,7,2,1
GB,MIN,A.Thielen,13,3,1
HOU,JAX,D.Chark,6,1,1
HOU,JAX,G.Swaim,2,3,1
JAX,HOU,D.Hopkins,6,3,0
JAX,HOU,D.Hopkins,3,3,1
HOU,JAX,D.Chark,21,1,0
JAX,HOU,K.Coutee,3,2,1
JAX,HOU,K.Coutee,1,1,1
JAX,HOU,W.Fuller,5,3,1
JAX,HOU,D.Hopkins,34,1,0
JAX,HOU,D.Hopkins,2,3,1
JAX,HOU,D.Hopkins,11,2,1
JAX,HOU,K.Stills,7,3,1
JAX,HOU,D.Fells,25,3,0
JAX,HOU,D.Johnson,21,3,0
HOU,JAX,D.Westbrook,5,3,0
HOU,JAX,G.Swaim,2,3,1
JAX,HOU,W.Fuller,26,3,1
JAX,HOU,W.Fuller,22,1,0
HOU,JAX,D.Chark,1,2,1
HOU,JAX,L.Fournette,10,1,0
JAX,HOU,W.Fuller,49,3,0
HOU,JAX,NA,4,3,1
HOU,JAX,D.Chark,7,1,1
HOU,JAX,G.Swaim,17,3,0
HOU,JAX,C.Conley,11,3,1
HOU,JAX,L.Fournette,-5,3,1
JAX,HOU,W.Fuller,-2,1,1
JAX,HOU,J.Akins,13,2,1
JAX,HOU,K.Coutee,25,1,0
JAX,HOU,D.Hopkins,5,2,1
JAX,HOU,K.Stills,28,3,1
JAX,HOU,J.Akins,4,3,0
JAX,HOU,D.Hopkins,13,2,1
HOU,JAX,NA,4,1,1
HOU,JAX,D.Westbrook,-3,3,1
HOU,JAX,D.Westbrook,-4,3,0
JAX,HOU,W.Fuller,4,1,1
JAX,HOU,D.Hopkins,16,3,0
JAX,HOU,K.Coutee,4,1,0
HOU,JAX,C.Conley,14,1,1
HOU,JAX,D.Chark,6,3,1
JAX,HOU,K.Stills,10,3,0
JAX,HOU,J.Akins,3,3,1
JAX,HOU,D.Fells,3,3,0
HOU,JAX,NA,-2,3,1
HOU,JAX,C.Conley,25,3,1
HOU,JAX,L.Fournette,-6,1,1
HOU,JAX,L.Fournette,-1,1,1
HOU,JAX,D.Chark,8,2,1
HOU,JAX,D.Chark,6,1,0
HOU,JAX,L.Fournette,2,1,1
JAX,HOU,D.Fells,2,1,1
JAX,HOU,W.Fuller,28,3,0
HOU,JAX,NA,2,3,1
HOU,JAX,L.Fournette,13,3,0
HOU,JAX,G.Swaim,0,3,1
HOU,JAX,C.Conley,12,3,1
HOU,JAX,D.Chark,14,3,1
HOU,JAX,D.Westbrook,23,1,0
HOU,JAX,D.Westbrook,8,1,0
HOU,JAX,C.Conley,11,3,0
HOU,JAX,D.Chark,4,3,1
NE,MIA,K.Ballage,4,1,0
MIA,NE,A.Brown,12,2,1
MIA,NE,A.Brown,10,1,1
MIA,NE,A.Brown,7,1,1
NE,MIA,P.Williams,13,2,1
NE,MIA,NA,3,2,1
NE,MIA,M.Gesicki,8,2,1
MIA,NE,J.Edelman,-2,1,1
MIA,NE,P.Dorsett,2,1,1
MIA,NE,R.Burkhead,-2,2,1
MIA,NE,J.Edelman,8,3,1
MIA,NE,J.White,-3,1,1
MIA,NE,J.Gordon,7,1,0
NE,MIA,D.Parker,45,1,0
NE,MIA,K.Drake,3,1,1
NE,MIA,K.Drake,6,1,0
MIA,NE,J.Gordon,27,1,0
MIA,NE,P.Dorsett,18,1,1
MIA,NE,M.LaCosse,10,2,1
MIA,NE,A.Brown,20,1,1
NE,MIA,J.Grant,17,3,0
MIA,NE,P.Dorsett,17,2,1
MIA,NE,A.Brown,4,1,0
NE,MIA,K.Ballage,5,3,0
NE,MIA,K.Ballage,2,1,0
NE,MIA,NA,21,3,0
MIA,NE,J.Gordon,10,1,0
MIA,NE,J.Gordon,10,1,1
MIA,NE,J.Gordon,-1,3,1
MIA,NE,A.Brown,19,3,0
MIA,NE,J.White,5,3,1
MIA,NE,A.Brown,10,2,0
MIA,NE,A.Brown,10,1,0
NE,MIA,J.Grant,-5,3,1
MIA,NE,M.LaCosse,12,3,1
MIA,NE,J.Edelman,9,2,1
NE,MIA,P.Williams,6,3,0
MIA,NE,J.White,4,1,0
NE,MIA,J.Grant,-2,1,1
NE,MIA,K.Drake,2,1,1
NE,MIA,K.Drake,-2,2,1
NE,MIA,NA,3,3,0
NE,MIA,K.Ballage,5,3,1
NE,MIA,P.Williams,17,1,1
NE,MIA,P.Williams,14,1,1
NE,MIA,NA,7,1,0
NE,MIA,A.Hurns,11,2,1
NE,MIA,J.Grant,39,3,0
NE,MIA,K.Drake,4,1,1
NE,MIA,P.Williams,37,1,0
NE,MIA,K.Drake,5,1,1
NE,MIA,A.Hurns,35,2,0
NE,MIA,J.Grant,30,3,0
NE,MIA,P.Williams,7,1,1
NE,MIA,D.Parker,14,3,0
NE,MIA,J.Grant,11,3,0
NE,MIA,D.Parker,9,1,0
MIA,NE,R.Burkhead,27,3,1
MIA,NE,J.Edelman,16,2,1
MIA,NE,J.White,-2,3,1
NE,MIA,D.Smythe,24,2,1
NE,MIA,D.Parker,21,1,0
NE,MIA,D.Parker,34,3,0
NE,MIA,M.Walton,4,1,0
NE,MIA,M.Walton,5,3,1
NE,MIA,J.Grant,5,2,1
NE,MIA,NA,3,1,0
KC,OAK,D.Carrier,8,3,0
KC,OAK,D.Carrier,13,1,1
KC,OAK,H.Renfrow,18,2,0
KC,OAK,T.Williams,33,3,0
KC,OAK,T.Williams,18,1,1
OAK,KC,T.Kelce,6,2,1
OAK,KC,L.McCoy,-2,3,1
OAK,KC,M.Hardman,17,1,0
KC,OAK,T.Williams,5,3,1
KC,OAK,H.Renfrow,4,3,1
KC,OAK,R.Grant,2,2,0
KC,OAK,H.Renfrow,0,3,1
KC,OAK,T.Williams,4,2,1
OAK,KC,M.Hardman,0,3,1
OAK,KC,S.Watkins,26,3,0
OAK,KC,D.Robinson,11,2,1
OAK,KC,S.Watkins,16,2,0
OAK,KC,L.McCoy,-4,1,1
KC,OAK,D.Carrier,25,1,0
KC,OAK,H.Renfrow,13,2,0
OAK,KC,Dam.Williams,2,3,1
OAK,KC,D.Robinson,39,1,1
KC,OAK,H.Renfrow,4,3,1
OAK,KC,S.Watkins,10,3,0
OAK,KC,S.Watkins,10,1,1
OAK,KC,Dam.Williams,21,1,0
OAK,KC,T.Kelce,15,1,1
OAK,KC,S.Watkins,5,2,0
OAK,KC,S.Watkins,9,2,1
OAK,KC,D.Robinson,5,3,1
OAK,KC,L.McCoy,-6,1,1
OAK,KC,T.Kelce,5,2,1
OAK,KC,B.Bell,32,3,0
OAK,KC,M.Hardman,22,1,0
OAK,KC,M.Hardman,41,2,1
KC,OAK,D.Waller,1,3,1
KC,OAK,R.Grant,-4,1,1
KC,OAK,NA,12,3,0
KC,OAK,D.Waller,2,3,1
OAK,KC,Dam.Williams,15,3,1
OAK,KC,D.Robinson,38,2,1
OAK,KC,T.Kelce,27,1,1
KC,OAK,J.Richard,-6,1,1
OAK,KC,D.Robinson,36,1,1
KC,OAK,T.Williams,5,2,1
KC,OAK,J.Richard,4,3,0
KC,OAK,D.Washington,4,3,1
KC,OAK,R.Grant,13,3,0
KC,OAK,D.Waller,11,1,1
KC,OAK,D.Washington,5,2,1
OAK,KC,D.Robinson,23,1,1
OAK,KC,Dam.Williams,11,1,0
OAK,KC,Dam.Williams,-1,3,1
OAK,KC,S.Watkins,38,3,0
KC,OAK,D.Waller,-3,3,1
KC,OAK,D.Waller,0,1,1
KC,OAK,NA,4,1,0
OAK,KC,S.Watkins,0,3,1
OAK,KC,T.Kelce,5,2,1
OAK,KC,S.Watkins,18,1,0
OAK,KC,T.Kelce,-3,3,1
KC,OAK,H.Renfrow,1,1,0
KC,OAK,T.Williams,7,3,1
KC,OAK,NA,8,2,0
OAK,KC,S.Watkins,0,1,1
OAK,KC,D.Thomas,3,1,1
OAK,KC,T.Kelce,16,1,0
KC,OAK,J.Richard,3,1,1
KC,OAK,R.Grant,4,3,0
OAK,KC,S.Watkins,11,1,0
OAK,KC,T.Kelce,9,1,0
KC,OAK,D.Waller,-1,3,1
KC,OAK,D.Waller,22,3,0
KC,OAK,H.Renfrow,5,3,1
KC,OAK,D.Carrier,4,2,1
KC,OAK,D.Carrier,-2,3,1
KC,OAK,H.Renfrow,6,1,0
OAK,KC,S.Watkins,-2,1,1
OAK,KC,M.Hardman,0,3,1
OAK,KC,T.Kelce,25,3,1
OAK,KC,S.Watkins,-2,3,1
OAK,KC,M.Hardman,2,1,1
LA,NO,T.Smith,13,3,1
LA,NO,NA,15,3,0
NO,LA,T.Gurley,-7,1,1
NO,LA,C.Kupp,13,3,0
NO,LA,B.Cooks,53,2,1
NO,LA,G.Everett,2,2,1
LA,NO,M.Thomas,14,2,1
LA,NO,M.Thomas,4,1,1
LA,NO,J.Cook,9,2,0
NO,LA,B.Cooks,17,1,0
LA,NO,J.Cook,6,3,1
LA,NO,A.Kamara,6,2,1
LA,NO,D.Harris,-4,3,1
LA,NO,NA,-3,2,0
NO,LA,T.Gurley,0,3,0
NO,LA,T.Gurley,-4,1,1
NO,LA,J.Reynolds,6,3,0
LA,NO,J.Cook,11,2,1
LA,NO,A.Kamara,4,3,0
LA,NO,M.Thomas,6,3,0
NO,LA,C.Kupp,5,2,1
NO,LA,T.Higbee,15,3,1
NO,LA,C.Kupp,15,2,1
NO,LA,C.Kupp,0,1,1
NO,LA,T.Higbee,19,3,0
LA,NO,M.Thomas,7,3,1
LA,NO,A.Kamara,37,3,0
LA,NO,T.Hill,6,2,1
NO,LA,R.Woods,12,1,1
NO,LA,T.Higbee,-3,1,1
NO,LA,C.Kupp,3,3,0
NO,LA,C.Kupp,2,2,0
NO,LA,C.Kupp,4,1,0
NO,LA,T.Gurley,2,1,1
LA,NO,J.Cook,4,1,0
LA,NO,L.Murray,-5,1,1
LA,NO,M.Thomas,5,2,1
LA,NO,T.Smith,0,3,1
LA,NO,NA,15,3,0
NO,LA,B.Cooks,14,3,1
NO,LA,C.Kupp,14,2,1
NO,LA,G.Everett,-1,3,0
NO,LA,R.Woods,-2,3,1
NO,LA,G.Everett,1,3,1
NO,LA,G.Everett,4,1,1
NO,LA,B.Cooks,2,2,1
LA,NO,M.Thomas,4,3,1
LA,NO,M.Thomas,11,3,1
LA,NO,T.Smith,-2,3,1
LA,NO,M.Thomas,5,2,1
LA,NO,Z.Line,5,2,0
LA,NO,J.Cook,13,1,0
NO,LA,M.Brown,6,2,1
NO,LA,C.Kupp,8,1,1
LA,NO,M.Thomas,4,2,1
LA,NO,T.Hill,6,2,1
LA,NO,M.Thomas,4,2,1
LA,NO,M.Thomas,17,2,0
LA,NO,NA,0,1,0
LA,NO,T.Hill,13,2,0
LA,NO,J.Cook,4,3,0
LA,NO,M.Thomas,2,1,1
LA,NO,M.Thomas,15,1,0
CHI,DEN,E.Sanders,8,2,1
CHI,DEN,E.Sanders,8,1,1
CHI,DEN,J.Heuerman,0,2,1
CHI,DEN,P.Lindsay,0,3,1
CHI,DEN,J.Heuerman,1,1,1
CHI,DEN,R.Freeman,3,1,1
DEN,CHI,T.Cohen,42,3,0
CHI,DEN,N.Fant,-4,1,1
CHI,DEN,J.Heuerman,3,3,1
DEN,CHI,T.Gabriel,7,1,1
DEN,CHI,B.Braunecker,2,1,1
DEN,CHI,A.Robinson,0,1,0
DEN,CHI,A.Shaheen,2,3,1
DEN,CHI,D.Montgomery,-1,1,1
CHI,DEN,E.Sanders,3,3,1
CHI,DEN,P.Lindsay,1,3,1
CHI,DEN,C.Sutton,12,3,0
DEN,CHI,A.Robinson,4,1,1
DEN,CHI,T.Cohen,-4,3,1
DEN,CHI,A.Shaheen,1,3,1
DEN,CHI,T.Gabriel,12,1,0
CHI,DEN,E.Sanders,3,3,1
CHI,DEN,R.Freeman,6,1,1
CHI,DEN,E.Sanders,10,3,1
CHI,DEN,E.Sanders,4,1,1
CHI,DEN,D.Hamilton,7,3,0
CHI,DEN,D.Hamilton,12,3,0
DEN,CHI,A.Miller,-4,3,1
DEN,CHI,D.Montgomery,38,1,0
CHI,DEN,D.Hamilton,5,3,0
DEN,CHI,T.Cohen,-6,1,0
DEN,CHI,B.Braunecker,6,2,1
DEN,CHI,D.Montgomery,-2,1,0
DEN,CHI,T.Cohen,-1,3,1
DEN,CHI,A.Shaheen,4,3,1
CHI,DEN,J.Heuerman,4,3,1
CHI,DEN,N.Fant,3,1,1
CHI,DEN,P.Lindsay,-4,3,1
CHI,DEN,E.Sanders,16,2,1
CHI,DEN,C.Sutton,23,1,0
CHI,DEN,N.Fant,19,1,1
CHI,DEN,E.Sanders,6,1,1
CHI,DEN,T.Fumagalli,5,1,1
CHI,DEN,J.Heuerman,9,1,0
CHI,DEN,R.Freeman,1,1,0
CHI,DEN,D.Hamilton,9,1,0
DEN,CHI,B.Braunecker,14,1,0
DEN,CHI,T.Burton,-1,3,0
CHI,DEN,C.Sutton,10,3,1
CHI,DEN,N.Fant,11,3,1
CHI,DEN,P.Lindsay,-4,1,0
CHI,DEN,D.Hamilton,5,3,1
CHI,DEN,P.Lindsay,-3,1,1
CHI,DEN,R.Freeman,5,3,1
CHI,DEN,C.Sutton,14,2,1
CHI,DEN,E.Sanders,-1,3,1
CHI,DEN,NA,-1,3,0
DEN,CHI,A.Robinson,7,1,1
DEN,CHI,T.Burton,0,1,1
DEN,CHI,A.Robinson,-2,3,1
CHI,DEN,R.Freeman,-5,3,1
CHI,DEN,C.Sutton,13,2,0
CHI,DEN,R.Freeman,5,3,0
CHI,DEN,E.Sanders,4,3,0
CHI,DEN,C.Sutton,10,3,1
CHI,DEN,R.Freeman,-3,1,1
CHI,DEN,D.Hamilton,4,1,1
CHI,DEN,P.Lindsay,-3,1,0
CHI,DEN,E.Sanders,6,2,1
CHI,DEN,P.Lindsay,-1,3,0
CHI,DEN,C.Sutton,0,3,1
CHI,DEN,E.Sanders,7,3,1
DEN,CHI,T.Burton,3,3,1
DEN,CHI,A.Robinson,35,3,0
DEN,CHI,A.Robinson,-2,2,0
DEN,CHI,T.Cohen,3,3,0
DEN,CHI,A.Robinson,25,2,1
PHI,ATL,A.Hooper,6,3,1
PHI,ATL,M.Sanu,-1,3,1
PHI,ATL,A.Hooper,7,2,1
PHI,ATL,I.Smith,5,3,0
PHI,ATL,C.Ridley,-2,1,1
ATL,PHI,Z.Ertz,5,1,1
ATL,PHI,N.Agholor,10,1,0
PHI,ATL,I.Smith,2,1,1
PHI,ATL,J.Jones,5,1,0
PHI,ATL,C.Ridley,14,3,1
PHI,ATL,R.Gage,7,3,0
PHI,ATL,D.Freeman,2,1,1
ATL,PHI,Z.Ertz,8,3,1
ATL,PHI,Z.Ertz,11,2,0
ATL,PHI,NA,36,3,0
PHI,ATL,J.Jones,16,2,0
PHI,ATL,J.Jones,24,2,0
ATL,PHI,Z.Ertz,8,1,1
ATL,PHI,N.Agholor,9,3,1
ATL,PHI,Z.Ertz,12,2,0
PHI,ATL,J.Jones,19,1,1
PHI,ATL,J.Jones,1,1,1
PHI,ATL,M.Sanu,5,3,0
PHI,ATL,J.Jones,27,3,1
PHI,ATL,C.Ridley,1,1,1
PHI,ATL,C.Ridley,32,3,0
PHI,ATL,J.Hardy,32,2,0
ATL,PHI,NA,25,3,0
PHI,ATL,C.Ridley,8,3,1
PHI,ATL,C.Ridley,12,2,1
PHI,ATL,I.Smith,-3,3,1
PHI,ATL,C.Ridley,34,2,1
ATL,PHI,M.Hollins,5,3,0
ATL,PHI,J.Arcega-Whiteside,4,3,1
ATL,PHI,N.Agholor,3,1,1
ATL,PHI,J.Arcega-Whiteside,15,1,0
ATL,PHI,J.Arcega-Whiteside,10,1,0
ATL,PHI,M.Hollins,38,3,0
PHI,ATL,A.Hooper,4,1,1
PHI,ATL,C.Ridley,11,3,1
PHI,ATL,A.Hooper,5,3,0
PHI,ATL,NA,17,1,0
